"STATION","NAME","DATE","ACSH","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-08-29","   90",," 1454","0.02","0.0",,"87","74","   90",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-08-30","   70",," 1400","0.01","0.0",,"90","75","  414",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-08-31","   60",," 1324","0.00","0.0",,"90","76","  396","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-01","   70",," 1530","0.00","0.0",,"92","75","  342","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-02","   70",," 2018","0.00","0.0",,"93","76","  324",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-03","   50",," 1242","0.00","0.0",,"92","75","  252",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-04","   70",," 1412","0.00","0.0",,"90","74","  240",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-05","   90",," 1042","0.00","0.0",,"87","75","  132",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-06","  100",," 0018","0.88","0.0",,"75","68","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-07","  100",," 2042","1.59","0.0",,"76","66","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-08","   70",," 1154","0.00","0.0",,"89","72","  480","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-09","   60",," 1542","0.00","0.0",,"92","78","  348",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-10","   90",," 1912","0.00","0.0",,"92","75","  390",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-11","   80",," 1106","0.00","0.0",,"92","77","  372",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-12","   30",," 2054","0.00","0.0",,"94","71","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-13","   70",," 1906","0.49","0.0",,"94","73","  564",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-14","   90",," 1612","0.00","0.0",,"87","70","  552",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-15","   80",," 0942","0.06","0.0",,"83","66","  378","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-16","  100",," 1118","2.54","0.0",,"75","69","   12","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-17","   50",," 1612","0.00","0.0",,"88","66","  546",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-18","   10",," 0812","0.00","0.0",,"84","68","  654","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-19","   80",," 1548","0.00","0.0",,"86","68","  360","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-20","   70",," 1936","0.01","0.0",,"89","74","  264","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-21","   60",," 0942","0.00","0.0",,"90","74","  426",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-22","   90",," 1412","0.00","0.0",,"88","71","  294","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-23","   70",," 1024","0.11","0.0",,"88","76","  354","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-24","   50",," 2218","0.00","0.0",,"90","77","  540",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-25","   70",," 1242","0.00","0.0",,"92","79","  504",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-26","   90",," 1848","6.54","0.0",,"90","70","  210","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-27","  100",," 1412","0.87","0.0",,"80","67","  120","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-28","   10",," 0754","0.00","0.0",,"83","60","  720",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-29","    0",," 1036","0.00","0.0",,"86","58","  714",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-09-30","   60",," 1706","0.00","0.0",,"87","64","  498","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-01","   60",," 2048","0.00","0.0",,"90","73","  456",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-02","   60",," 1030","0.00","0.0",,"90","77","  468",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-03","   60",," 1512","0.00","0.0",,"89","76","  468",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-04","   90",," 1154","0.33","0.0",,"87","71","  216",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-05","  100",," 0654","0.20","0.0",,"76","68","   12","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-06","   80",," 1724","0.03","0.0",,"87","71","  192",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-07","   50",," 1206","0.00","0.0",,"89","74","  432","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-08","   40",," 1512","0.00","0.0",,"90","70","  444","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-09","   60",," 1318","0.00","0.0",,"90","76","  330","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-10","   80",," 1618","0.00","0.0",,"91","79","  150",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-11","  100",," 0742","1.67","0.0",,"81","66","   60","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-12","  100",," 1506","0.15","0.0",,"84","71","   36","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-13","  100",," 0454","0.74","0.0",,"74","66","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-14","  100",," 1548","0.31","0.0",,"72","66","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-15","  100",," 0612","0.62","0.0",,"70","66","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-16","   80",," 1324","0.01","0.0",,"80","64","  132",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-17","   10",," 1524","0.00","0.0",,"79","56","  630",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-18","    0",," 1024","0.00","0.0",,"81","50","  684",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-19","    0",," 1300","0.00","0.0",,"82","49","  684",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-20","    0",," 1406","0.00","0.0",,"82","50","  684",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-21","    0",," 1242","0.00","0.0",,"82","51","  678",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-22","    0",," 1242","0.00","0.0",,"82","52","  678",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-23","    0",," 1548","0.00","0.0",,"82","51","  678",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-24","   10",," 1348","0.00","0.0",,"83","51","  564",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-25","   60",," 2154","0.00","0.0",,"82","58","  360","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-26","   70",," 1712","0.00","0.0",,"86","71","  258","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-27","   90",," 1518","0.19","0.0",,"81","63","   72","    1",,"    1",,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-28","   70",," 0142","0.00","0.0",,"77","52","  564",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-29","   10",," 1542","0.00","0.0",,"77","47","  666",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-30","  100",," 2024","0.60","0.0",,"75","59","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-10-31","    0",," 1024","0.00","0.0",,"78","49","  648",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-01","    0",," 1354","0.00","0.0",,"81","42","  660",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-02","   30",," 1448","0.00","0.0",,"83","55","  576","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-03","   90",," 1306","0.01","0.0",,"80","69","   84","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-04","   90",," 0936","0.02","0.0",,"85","69","   96","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-05","  100",," 0948","0.00","0.0",,"75","55","    6","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-06","  100",," 0230","0.00","0.0",,"59","55","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-07","  100",," 1412","0.00","0.0",,"76","59","    0","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-08","   80",," 1936","0.05","0.0",,"81","64","  138","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-09","  100",," 1842","0.01","0.0",,"72","58","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-10","  100",," 0142","0.00","0.0",,"67","54","   12",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-11","   80",," 1530","0.00","0.0",,"73","53","  282",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-12","   90",," 2212","0.00","0.0",,"76","60","   66",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-13","   40",," 1142","0.00","0.0",,"81","64","  450","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-14","   60",," 1354","0.00","0.0",,"88","67","  318","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-15","   30",," 1454","0.00","0.0",,"83","50","  528","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-16","   70",," 1154","0.00","0.0",,"76","46","  540",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-17","   90",," 1418","0.00","0.0",,"81","58","   48",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-18","   60",," 1300","0.00","0.0",,"81","62","  252","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-19","   80",," 1200","0.00","0.0",,"83","70","  114","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-20","    0",," 0054","0.09","0.0",,"74","42","  606",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-21","    0",," 1118","0.00","0.0",,"77","38","  678",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-22","   90",," 1448","0.00","0.0",,"83","58","   66","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-23","   90",," 1418","0.00","0.0",,"83","73","   36","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-24","   70",," 1154","0.11","0.0",,"84","56","  120",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-25","   90",," 1412","0.00","0.0",,"70","50","   30",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-26","   80",," 0018","0.00","0.0",,"78","58","  342",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-27","   10",," 1318","0.00","0.0",,"74","50","  570","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-28","    0",," 1330","0.00","0.0",,"66","35","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-29","    0",," 1430","0.00","0.0",,"70","30","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-11-30","    0",," 1130","0.00","0.0",,"72","32","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-01","   10",," 1506","0.00","0.0",,"74","40","  612",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-02","   60",," 1400","0.00","0.0",,"76","45","  420","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-03","   80",," 2206","0.00","0.0",,"73","54","  204","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-04","   10",," 1412","0.00","0.0",,"73","39","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-05","   30",," 0148","0.00","0.0",,"63","37","  600",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-06","   90",," 1336","0.00","0.0",,"60","37","  114",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-07","   30",," 1154","0.00","0.0",,"61","37","  468",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-08","   70",," 1536","0.00","0.0",,"65","31","  432",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-09","   70",," 1418","0.00","0.0",,"68","44","  228",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-10","    0",," 2342","0.00","0.0",,"59","34","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-11","   20",," 1236","0.00","0.0",,"70","43","  546",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-12","    0",," 1400","0.00","0.0",,"84","45","  618","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-13","    0",," 1048","0.00","0.0",,"75","42","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-14","   20",," 2354","0.00","0.0",,"75","38","  456","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-15","    0",," 1024","0.00","0.0",,"61","38","  588",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-16","    0",," 1124","0.00","0.0",,"62","31","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-17","   30",," 1542","0.00","0.0",,"67","28","  582",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-18","    0",," 1348","0.00","0.0",,"75","41","  516",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-19","   50",," 0924","0.16","0.0",,"64","30","  366",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-20","    0",," 0442","0.00","0.0",,"48","22","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-21","   10",," 1100","0.00","0.0",,"57","17","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-22","   40",," 1836","0.00","0.0",,"69","24","  588",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-23","   60",," 1048","0.00","0.0",,"70","41","  348","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-24","   30",," 1142","0.00","0.0",,"73","39","  414",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-25","   80",," 0606","0.00","0.0",,"58","43","  222",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-26","   60",," 1054","0.00","0.0",,"71","35","  492",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-27","    0",," 2112","0.00","0.0",,"63","33","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-28","   40",," 1242","0.00","0.0",,"74","44","  462",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-29","   20",," 1218","0.00","0.0",,"72","40","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-30","   20",," 1342","0.00","0.0",,"79","35","  612",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1973-12-31","   70",," 0542","0.00","0.0",,"56","31","  252",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-01","    0",," 0336","0.00","0.0",,"45","25","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-02","  100",," 2318","0.04","0.0",,"40","33","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-03","  100",," 0406","0.00","0.0",,"35","28","    0","    1",,,,,"    1",,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-04","  100",," 0118","0.00","0.0",,"40","29","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-05","  100",," 1554","0.00","0.0",,"49","26","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-06","   70",," 1630","0.01","0.0",,"73","45","  258","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-07","  100",," 1006","0.00","0.0",,"55","35","    0","    1","    1",,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-08","  100",," 1418","0.01","0.0",,"65","48","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-09","  100",," 0736","0.15","0.0",,"63","43","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-10","  100",," 2324","0.08","0.0",,"57","41","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-11","  100",," 2230","0.01","0.0",,"50","38","    6","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-12","  100",," 0624","0.00","0.0",,"50","30","   84",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-13","  100",," 0706","0.03","0.0",,"53","33","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-14","   70",," 1330","0.00","0.0",,"66","44","  108","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-15","   20",," 0954","0.00","0.0",,"69","43","  480","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-16","   50",," 1554","0.00","0.0",,"72","41","  246","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-17","   70",," 1218","0.00","0.0",,"78","63","  102","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-18","   70",," 1706","0.00","0.0",,"81","56","  102","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-19","    0",," 0954","0.00","0.0",,"68","41","  630",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-20","   30",," 1118","0.00","0.0",,"80","37","  510",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-21","    0",," 1630","0.00","0.0",,"80","44","  636","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-22","   80",," 2006","0.00","0.0",,"77","55","  138","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-23","  100",," 0906","0.14","0.0",,"55","42","    0","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-24","  100",," 0018","0.31","0.0",,"48","40","    0","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-25","  100",," 0100","0.57","0.0",,"50","45","    0","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-26","   10",," 1030","0.01","0.0",,"70","39","  558","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1974-01-27","   80",," 1418","0.00","0.0",,"72","41","   84","    1","    1",,,,,,,,,,,,,,,,,,
